AccidentID,DateTime,County,WeatherCondition,RoadCondition,VehicleType,SeverityLevel,NumberOfVehicles,NumberOfInjuries,Cause,Junction,Traffic_Signal,Bump
A04740,6/17/2023 23:48,Staten Island,Sunny,Dry,Truck,Minor,1,9,Distracted Driving,TRUE,FALSE,FALSE
A04741,9/10/2023 20:59,Manhattan,,Under Construction,Bus,Minor,2,4,Distracted Driving,FALSE,FALSE,FALSE
A04742,11/4/2023 17:23,Manhattan,Sunny,,Car,Moderate,1,0,Distracted Driving,FALSE,FALSE,FALSE
A04743,5/12/2023 23:59,Manhattan,Sunny,Under Construction,Truck,Moderate,4,0,Speeding,FALSE,FALSE,FALSE
A04744,6/9/2023 18:19,Brooklyn,Foggy,Under Construction,Bus,Moderate,3,1,Drunk Driving,FALSE,TRUE,FALSE
A04745,11/15/2023 0:08,Brooklyn,Sunny,,Truck,Severe,1,3,Speeding,TRUE,TRUE,FALSE
A04746,10/3/2023 9:29,Staten Island,Sunny,Under Construction,Bus,Moderate,1,0,Drunk Driving,FALSE,FALSE,FALSE
A04747,7/21/2023 1:07,Brooklyn,Foggy,Wet,Bus,Moderate,2,5,Drunk Driving,FALSE,TRUE,FALSE
A04748,11/17/2023 3:33,Queens,Rainy,Under Construction,Truck,Severe,3,5,Speeding,TRUE,TRUE,FALSE
A04749,9/7/2023 11:47,The Bronx,Sunny,Dry,Motorcycle,Moderate,1,5,Distracted Driving,FALSE,FALSE,FALSE
A04750,3/3/2023 5:41,Staten Island,Sunny,Under Construction,Car,Moderate,3,5,Drunk Driving,FALSE,FALSE,FALSE
A04751,3/21/2023 21:23,Manhattan,Sunny,Under Construction,Truck,Moderate,2,9,Drunk Driving,FALSE,TRUE,FALSE
A04752,3/11/2023 4:31,Brooklyn,Rainy,Under Construction,Truck,Moderate,4,0,Distracted Driving,FALSE,FALSE,FALSE
A04753,1/20/2023 21:33,The Bronx,Foggy,Under Construction,Bus,,4,1,Drunk Driving,FALSE,FALSE,FALSE
A04754,5/19/2023 1:16,Manhattan,Rainy,Wet,Bus,Moderate,1,1,Drunk Driving,FALSE,FALSE,TRUE
A04755,2/1/2023 20:10,Manhattan,Sunny,Wet,Truck,Severe,2,4,Drunk Driving,TRUE,FALSE,FALSE
A04756,2/10/2023 7:55,Queens,Sunny,Under Construction,Truck,Moderate,1,3,Speeding,TRUE,TRUE,TRUE
A04757,2/1/2023 23:03,Staten Island,Sunny,Under Construction,Bus,Moderate,2,4,Poor Road Condition,FALSE,FALSE,FALSE
A04758,8/22/2023 14:03,Staten Island,Snowy,Wet,Bus,Minor,2,3,Drunk Driving,TRUE,FALSE,FALSE
A04759,9/9/2023 13:24,Staten Island,Sunny,Wet,Motorcycle,Moderate,1,2,Poor Road Condition,FALSE,TRUE,FALSE
A04760,8/19/2023 20:09,Manhattan,Sunny,Dry,Truck,Moderate,1,7,Distracted Driving,TRUE,TRUE,FALSE
A04761,6/25/2023 8:47,Staten Island,Snowy,Wet,Motorcycle,Minor,2,4,Poor Road Condition,FALSE,FALSE,FALSE
A04762,6/18/2023 4:19,Manhattan,Sunny,Dry,Motorcycle,Minor,3,0,Distracted Driving,FALSE,FALSE,FALSE
A04763,1/9/2023 12:57,The Bronx,Foggy,Dry,Truck,,1,1,Distracted Driving,FALSE,FALSE,FALSE
A04764,2/7/2023 12:05,Manhattan,Foggy,Dry,Motorcycle,Severe,1,9,Distracted Driving,FALSE,FALSE,FALSE
A04765,4/1/2023 15:05,Staten Island,Sunny,Under Construction,Car,Minor,1,7,Drunk Driving,FALSE,FALSE,TRUE
A04766,9/10/2023 7:41,Brooklyn,,Under Construction,Motorcycle,Moderate,2,7,Speeding,FALSE,TRUE,FALSE
A04767,7/8/2023 9:57,Manhattan,Snowy,Dry,,,1,1,Poor Road Condition,FALSE,TRUE,FALSE
A04768,8/10/2023 5:01,Manhattan,Foggy,Under Construction,Car,Moderate,2,6,Distracted Driving,FALSE,FALSE,FALSE
A04769,2/15/2023 7:48,Staten Island,Foggy,Dry,Bus,Moderate,1,0,Drunk Driving,FALSE,FALSE,FALSE
A04770,1/18/2023 17:00,Queens,Rainy,Wet,Motorcycle,Minor,1,1,Distracted Driving,TRUE,FALSE,FALSE
A04771,9/13/2023 5:21,Staten Island,Rainy,Dry,Truck,,2,5,Poor Road Condition,FALSE,FALSE,FALSE
A04772,7/21/2023 18:07,The Bronx,Sunny,Under Construction,Motorcycle,Moderate,1,3,Distracted Driving,TRUE,TRUE,FALSE
A04773,8/25/2023 20:33,The Bronx,Sunny,,Car,Minor,2,3,Distracted Driving,TRUE,FALSE,FALSE
A04774,12/2/2023 1:35,Manhattan,Snowy,Wet,Bus,Severe,1,4,Distracted Driving,FALSE,FALSE,FALSE
A04775,4/11/2023 19:55,Staten Island,Sunny,Dry,Motorcycle,Moderate,3,9,Drunk Driving,TRUE,TRUE,FALSE
A04776,2/9/2023 22:29,Staten Island,Sunny,Wet,Truck,Moderate,1,5,Poor Road Condition,TRUE,FALSE,FALSE
A04777,4/17/2023 22:59,Staten Island,Sunny,Wet,Motorcycle,,1,1,Poor Road Condition,TRUE,FALSE,FALSE
A04778,2/12/2023 4:32,Manhattan,Sunny,Under Construction,Car,Moderate,4,4,Drunk Driving,FALSE,FALSE,FALSE
A04779,8/21/2023 2:26,Brooklyn,Rainy,Dry,Bus,Moderate,1,6,Poor Road Condition,FALSE,TRUE,FALSE
A04780,8/22/2023 8:38,The Bronx,Sunny,Wet,Bus,Severe,1,1,Poor Road Condition,FALSE,TRUE,FALSE
A04781,6/8/2023 20:45,Queens,Sunny,Under Construction,Motorcycle,Moderate,1,0,Speeding,FALSE,FALSE,FALSE
A04782,8/7/2023 23:09,Queens,Sunny,Wet,Car,Moderate,4,9,Drunk Driving,TRUE,FALSE,FALSE
A04783,8/18/2023 22:50,The Bronx,Sunny,Under Construction,Motorcycle,Minor,2,6,Poor Road Condition,TRUE,FALSE,FALSE
A04784,9/16/2023 7:14,The Bronx,Snowy,Dry,Truck,Severe,2,8,Distracted Driving,FALSE,FALSE,FALSE
A04785,7/16/2023 5:35,Manhattan,Sunny,Dry,Truck,Moderate,2,0,Distracted Driving,TRUE,FALSE,FALSE
A04786,7/2/2023 21:30,Brooklyn,Rainy,Dry,Truck,Minor,1,7,Poor Road Condition,FALSE,FALSE,FALSE
A04787,2/13/2023 22:32,Staten Island,Sunny,Dry,Motorcycle,Moderate,2,5,Speeding,TRUE,FALSE,FALSE
A04788,5/10/2023 0:00,Staten Island,Sunny,Dry,Truck,Severe,1,6,Drunk Driving,FALSE,TRUE,FALSE
A04789,9/22/2023 22:01,Brooklyn,Rainy,Wet,Motorcycle,,1,1,Poor Road Condition,FALSE,FALSE,FALSE
A04790,7/30/2023 0:45,Manhattan,,Under Construction,Truck,Moderate,2,4,Speeding,FALSE,FALSE,FALSE
A04791,11/16/2023 8:21,Manhattan,Sunny,Wet,Truck,Moderate,2,3,Poor Road Condition,FALSE,FALSE,FALSE
A04792,1/8/2023 23:58,Manhattan,Sunny,Dry,Motorcycle,Severe,1,45,Speeding,FALSE,FALSE,FALSE
A04793,6/11/2023 5:18,Brooklyn,Sunny,Dry,Motorcycle,Moderate,4,1,Drunk Driving,FALSE,FALSE,FALSE
A04794,2/21/2023 7:07,Manhattan,Sunny,Under Construction,Motorcycle,Severe,1,4,Speeding,FALSE,FALSE,FALSE
A04795,1/2/2023 1:58,Brooklyn,Sunny,Dry,Bus,Moderate,1,5,Drunk Driving,TRUE,FALSE,FALSE
A04796,8/1/2023 7:52,Manhattan,Sunny,Dry,Bus,Severe,2,1,Distracted Driving,FALSE,FALSE,FALSE
A04797,7/29/2023 16:32,Manhattan,Rainy,Under Construction,Motorcycle,Moderate,1,7,Drunk Driving,FALSE,FALSE,FALSE
A04798,1/13/2023 4:32,Staten Island,Sunny,Wet,Bus,Moderate,1,5,Drunk Driving,FALSE,FALSE,FALSE
A04799,5/22/2023 7:46,Manhattan,Rainy,Dry,Bus,Moderate,1,9,Distracted Driving,FALSE,FALSE,FALSE
A04800,1/1/2023 22:39,Brooklyn,Sunny,Dry,Truck,Moderate,1,2,Poor Road Condition,TRUE,FALSE,FALSE
A04801,2/6/2023 0:27,The Bronx,Sunny,Under Construction,Car,Moderate,2,8,Drunk Driving,FALSE,FALSE,FALSE
A04802,11/7/2023 16:03,Manhattan,Sunny,Under Construction,Truck,Severe,1,5,Distracted Driving,FALSE,TRUE,FALSE
A04803,5/10/2023 3:56,Queens,Sunny,Wet,Truck,Minor,2,6,Distracted Driving,TRUE,FALSE,FALSE
A04804,3/17/2023 21:39,Manhattan,Sunny,Dry,Truck,Moderate,1,9,Speeding,FALSE,FALSE,FALSE
A04805,3/15/2023 2:12,Manhattan,Rainy,Dry,Car,Moderate,1,1,Drunk Driving,FALSE,FALSE,FALSE
A04806,8/25/2023 19:34,Queens,Sunny,Wet,Bus,Moderate,4,6,Poor Road Condition,TRUE,FALSE,FALSE
A04807,11/4/2023 23:42,Staten Island,Snowy,Dry,Truck,Minor,4,6,Drunk Driving,FALSE,FALSE,FALSE
A04808,10/25/2023 0:46,Staten Island,Sunny,Wet,Bus,Severe,2,9,Speeding,FALSE,FALSE,TRUE
A04809,10/2/2023 8:25,Queens,Rainy,Dry,Truck,Severe,2,8,Drunk Driving,TRUE,TRUE,FALSE
A04810,6/26/2023 3:53,Staten Island,Sunny,Under Construction,Car,Severe,4,3,Distracted Driving,FALSE,FALSE,FALSE
A04811,5/8/2023 5:47,Queens,Foggy,Dry,Bus,Moderate,1,9,Speeding,TRUE,TRUE,FALSE
A04812,1/24/2023 23:18,Staten Island,Snowy,Under Construction,Truck,,3,5,Distracted Driving,FALSE,FALSE,FALSE
A04813,4/28/2023 17:28,Queens,Sunny,Wet,Car,,1,6,Distracted Driving,TRUE,FALSE,FALSE
A04814,2/23/2023 21:51,The Bronx,Sunny,Wet,Truck,Moderate,2,6,Poor Road Condition,TRUE,FALSE,FALSE
A04815,10/20/2023 8:38,Brooklyn,Snowy,Dry,Car,,2,4,Speeding,FALSE,FALSE,FALSE
A04816,5/7/2023 6:24,Brooklyn,Sunny,Under Construction,Bus,Moderate,2,45,Drunk Driving,FALSE,FALSE,FALSE
A04817,7/6/2023 6:09,Queens,Foggy,,Truck,Moderate,4,7,Speeding,FALSE,FALSE,FALSE
A04818,1/18/2023 21:11,Manhattan,Sunny,Dry,Motorcycle,Moderate,1,2,Distracted Driving,TRUE,FALSE,FALSE
A04819,6/11/2023 10:21,The Bronx,Sunny,Wet,Car,Moderate,2,9,Drunk Driving,TRUE,TRUE,FALSE
A04820,9/17/2023 19:57,Brooklyn,Sunny,Under Construction,Motorcycle,Moderate,1,5,Speeding,FALSE,FALSE,FALSE
A04821,11/11/2023 17:14,Manhattan,Foggy,Dry,Bus,Minor,2,0,Drunk Driving,FALSE,TRUE,FALSE
A04822,2/5/2023 9:06,The Bronx,Snowy,Under Construction,Motorcycle,Minor,4,2,Poor Road Condition,FALSE,FALSE,FALSE
A04823,2/16/2023 20:21,Staten Island,Sunny,Wet,Truck,Moderate,1,0,Drunk Driving,FALSE,FALSE,FALSE
A04824,7/3/2023 0:22,Queens,,Dry,Truck,Moderate,1,7,Drunk Driving,FALSE,FALSE,TRUE
A04825,11/4/2023 0:09,Brooklyn,Snowy,Dry,Motorcycle,Moderate,1,3,Drunk Driving,FALSE,FALSE,FALSE
A04826,8/25/2023 6:46,Brooklyn,Sunny,,Motorcycle,Severe,1,4,Drunk Driving,FALSE,FALSE,FALSE
A04827,8/29/2023 9:14,Brooklyn,Sunny,Wet,Bus,Moderate,2,6,Speeding,TRUE,FALSE,FALSE
A04828,3/25/2023 8:54,Queens,Rainy,Dry,Car,Moderate,1,8,Distracted Driving,FALSE,FALSE,FALSE
A04829,10/31/2023 11:40,Staten Island,Rainy,Dry,Bus,Moderate,2,4,Poor Road Condition,FALSE,TRUE,TRUE
A04830,3/8/2023 22:51,Staten Island,Sunny,Dry,Truck,Moderate,2,4,Drunk Driving,FALSE,FALSE,FALSE
A04831,8/27/2023 5:47,The Bronx,Foggy,Wet,Bus,Moderate,2,7,Drunk Driving,TRUE,FALSE,FALSE
A04832,2/29/2023  8:20:00 PM,Staten Island,Foggy,Under Construction,Truck,Moderate,2,0,Speeding,FALSE,TRUE,FALSE
A04833,5/18/2023 23:56,Manhattan,Foggy,Dry,Bus,Moderate,1,8,Distracted Driving,FALSE,FALSE,FALSE
A04834,10/18/2023 1:24,The Bronx,Sunny,,Car,Minor,2,8,Distracted Driving,TRUE,TRUE,FALSE
A04835,9/30/2023 7:48,Manhattan,Snowy,Under Construction,Bus,Minor,4,8,Speeding,TRUE,TRUE,TRUE
A04836,6/23/2023 2:56,Queens,Rainy,Wet,Car,Moderate,1,1,Distracted Driving,FALSE,FALSE,FALSE
A04837,1/13/2023 15:04,Manhattan,Sunny,Under Construction,Truck,Moderate,1,4,Poor Road Condition,FALSE,FALSE,FALSE
A04838,2/20/2023 10:46,Queens,Sunny,Wet,Truck,Moderate,1,4,Speeding,FALSE,FALSE,FALSE
A04839,11/28/2023 18:08,Brooklyn,Sunny,,Car,Moderate,1,7,Poor Road Condition,FALSE,FALSE,FALSE
A04840,6/23/2023 9:41,The Bronx,Rainy,Wet,Truck,Severe,1,5,Drunk Driving,FALSE,FALSE,FALSE
A04841,6/15/2023 0:28,Staten Island,Sunny,Wet,Bus,Moderate,1,3,Drunk Driving,FALSE,TRUE,FALSE
A04842,4/5/2023 19:26,The Bronx,Sunny,Wet,Bus,Minor,2,6,Speeding,FALSE,FALSE,FALSE
A04843,9/17/2023 10:10,Staten Island,Foggy,Under Construction,Motorcycle,Moderate,1,5,Distracted Driving,TRUE,FALSE,FALSE
A04844,10/29/2023 10:39,Manhattan,Sunny,Under Construction,Bus,Minor,2,4,Distracted Driving,FALSE,FALSE,TRUE
A04845,5/16/2023 22:39,Brooklyn,Snowy,Under Construction,Truck,Moderate,2,5,Distracted Driving,TRUE,FALSE,FALSE
A04846,2/13/2023 7:38,The Bronx,Rainy,Wet,Bus,Minor,1,8,Drunk Driving,TRUE,TRUE,FALSE
A04847,3/28/2023 12:13,Queens,Sunny,Wet,Truck,Moderate,2,5,Drunk Driving,TRUE,FALSE,TRUE
A04848,5/25/2023 21:59,The Bronx,Snowy,Dry,Truck,Minor,1,9,Distracted Driving,FALSE,FALSE,FALSE
A04849,9/19/2023 14:54,Queens,Sunny,Under Construction,Bus,Moderate,1,7,Speeding,FALSE,FALSE,FALSE
A04850,2/12/2023 7:47,The Bronx,Sunny,Under Construction,Car,Moderate,1,8,Poor Road Condition,TRUE,FALSE,FALSE
A04851,2/28/2023 1:07,Queens,Sunny,,Car,Severe,2,4,Drunk Driving,FALSE,FALSE,FALSE
A04852,5/2/2023 4:50,The Bronx,Foggy,Wet,Car,,1,9,Drunk Driving,TRUE,FALSE,FALSE
A04853,11/9/2023 3:25,Staten Island,Sunny,Dry,Car,Minor,2,3,Distracted Driving,TRUE,TRUE,FALSE
A04854,2/14/2023 14:34,Manhattan,Sunny,Dry,Bus,Moderate,4,9,Poor Road Condition,FALSE,FALSE,FALSE
A04855,4/28/2023 19:27,Queens,,Dry,Bus,Minor,4,8,Drunk Driving,FALSE,FALSE,FALSE
A04856,3/23/2023 11:47,Staten Island,Foggy,Dry,Bus,Moderate,2,9,Poor Road Condition,TRUE,FALSE,FALSE
A04857,2/12/2023 8:34,Staten Island,Sunny,Wet,Bus,Moderate,2,0,Distracted Driving,FALSE,FALSE,FALSE
A04858,8/16/2023 15:26,Brooklyn,Sunny,Dry,Bus,Moderate,2,6,Poor Road Condition,TRUE,FALSE,FALSE
A04859,3/21/2023 5:38,Queens,Sunny,Under Construction,Truck,Minor,1,6,Distracted Driving,FALSE,FALSE,FALSE
A04860,10/28/2023 16:17,Brooklyn,Snowy,Dry,Car,Moderate,1,2,Speeding,FALSE,FALSE,TRUE
A04861,8/20/2023 11:23,Staten Island,Snowy,Dry,Truck,Minor,2,0,Distracted Driving,FALSE,FALSE,TRUE
A04862,4/2/2023 8:26,Queens,Sunny,Dry,Motorcycle,Moderate,1,1,Poor Road Condition,TRUE,FALSE,FALSE
A04863,8/23/2023 2:49,Manhattan,Sunny,Wet,Truck,Moderate,1,7,Distracted Driving,TRUE,FALSE,FALSE
A04864,11/11/2023 10:25,Queens,,Wet,Truck,Moderate,1,3,Distracted Driving,FALSE,FALSE,TRUE
A04865,9/28/2023 20:46,The Bronx,Sunny,Wet,Truck,Minor,4,2,Distracted Driving,TRUE,FALSE,FALSE
A04866,3/5/2023 16:46,The Bronx,,Under Construction,Bus,Moderate,1,3,Poor Road Condition,TRUE,FALSE,FALSE
A04867,7/20/2023 8:39,The Bronx,Snowy,Dry,Motorcycle,Moderate,2,6,Distracted Driving,FALSE,FALSE,FALSE
A04868,8/14/2023 6:54,Manhattan,Snowy,Dry,Motorcycle,Moderate,1,0,Distracted Driving,FALSE,FALSE,FALSE
A04869,6/9/2023 19:54,Staten Island,Rainy,Dry,Truck,Moderate,3,4,Poor Road Condition,TRUE,FALSE,FALSE
A04870,6/4/2023 19:42,Brooklyn,Sunny,Under Construction,Bus,Minor,2,4,Distracted Driving,TRUE,FALSE,TRUE
A04871,11/8/2023 8:27,Manhattan,Sunny,Under Construction,Bus,Moderate,2,5,Speeding,FALSE,FALSE,FALSE
A04872,12/1/2023 17:32,The Bronx,Sunny,Dry,Bus,Moderate,1,4,Drunk Driving,FALSE,FALSE,FALSE
A04873,3/14/2023 19:51,The Bronx,Sunny,Dry,Motorcycle,Moderate,2,2,Distracted Driving,FALSE,TRUE,TRUE
A04874,8/14/2023 1:11,Brooklyn,Rainy,,Motorcycle,Severe,1,5,Distracted Driving,FALSE,FALSE,FALSE
A04875,6/28/2023 6:37,Queens,Sunny,Dry,Car,Moderate,1,7,Drunk Driving,FALSE,FALSE,FALSE
A04876,3/12/2023 13:20,Staten Island,Foggy,Under Construction,Car,Moderate,3,0,Distracted Driving,FALSE,FALSE,FALSE
A04877,1/2/2023 0:00,The Bronx,Sunny,Dry,Car,Minor,4,2,Drunk Driving,FALSE,FALSE,FALSE
A04878,3/23/2023 21:23,The Bronx,Sunny,Under Construction,Motorcycle,Moderate,3,6,Distracted Driving,TRUE,FALSE,FALSE
A04879,10/7/2023 0:19,Staten Island,Foggy,Dry,Car,Moderate,2,3,Speeding,FALSE,FALSE,FALSE
A04880,10/4/2023 19:16,Staten Island,Rainy,Under Construction,Truck,Minor,1,4,Poor Road Condition,FALSE,FALSE,TRUE
A04881,9/11/2023 15:51,The Bronx,Sunny,Dry,Bus,Moderate,1,9,Speeding,FALSE,TRUE,FALSE
A04882,6/27/2023 23:38,Queens,Sunny,Dry,Truck,Minor,1,8,Distracted Driving,FALSE,FALSE,FALSE
A04883,1/16/2023 19:53,Brooklyn,Sunny,Dry,Car,Moderate,4,0,Drunk Driving,FALSE,FALSE,FALSE
A04884,2/19/2023 23:18,Brooklyn,Rainy,Dry,Car,Moderate,1,45,Poor Road Condition,TRUE,TRUE,FALSE
A04885,5/15/2023 2:10,Brooklyn,Sunny,Wet,Motorcycle,,1,8,Distracted Driving,FALSE,FALSE,FALSE
A04886,6/16/2023 0:13,Staten Island,Sunny,Under Construction,Bus,,2,5,Distracted Driving,FALSE,FALSE,FALSE
A04887,6/22/2023 11:09,Manhattan,Sunny,Under Construction,Truck,Minor,2,4,Poor Road Condition,FALSE,FALSE,FALSE
A04888,6/18/2023 6:35,Manhattan,Foggy,Wet,Bus,Severe,2,3,Distracted Driving,FALSE,FALSE,TRUE
A04889,9/15/2023 9:32,The Bronx,Snowy,Under Construction,Truck,Moderate,1,5,Distracted Driving,TRUE,FALSE,FALSE
A04890,1/28/2023 14:28,Brooklyn,Sunny,Under Construction,Truck,Moderate,4,0,Drunk Driving,FALSE,FALSE,FALSE
A04891,8/12/2023 19:03,Brooklyn,Rainy,Dry,Bus,Moderate,2,4,Poor Road Condition,FALSE,FALSE,FALSE
A04892,7/18/2023 14:04,Brooklyn,Foggy,Dry,Motorcycle,Severe,1,8,Poor Road Condition,FALSE,FALSE,FALSE
A04893,1/26/2023 12:44,Queens,Foggy,Dry,Car,Moderate,2,3,Drunk Driving,FALSE,TRUE,FALSE
A04894,9/28/2023 10:35,The Bronx,Sunny,Dry,Motorcycle,Severe,1,2,Speeding,FALSE,FALSE,TRUE
A04895,4/3/2023 12:43,Manhattan,Rainy,Dry,Truck,Moderate,2,7,Poor Road Condition,TRUE,FALSE,FALSE
A04896,6/4/2023 1:26,Staten Island,Sunny,Dry,Truck,Moderate,3,1,Drunk Driving,FALSE,FALSE,FALSE
A04897,9/25/2023 5:02,Queens,Rainy,Dry,Bus,Moderate,1,5,Poor Road Condition,FALSE,FALSE,FALSE
A04898,9/13/2023 23:50,Brooklyn,Sunny,,Truck,Moderate,1,2,Drunk Driving,FALSE,FALSE,FALSE
A04899,4/24/2023 1:07,Brooklyn,Sunny,Dry,Car,Moderate,1,9,Poor Road Condition,FALSE,FALSE,TRUE
A04900,10/4/2023 8:50,Manhattan,Sunny,Wet,Truck,Severe,3,9,Drunk Driving,TRUE,FALSE,FALSE
A04901,10/4/2023 2:31,Brooklyn,Sunny,Wet,Bus,Severe,3,9,Distracted Driving,FALSE,FALSE,TRUE
A04902,4/21/2023 19:41,Brooklyn,Foggy,Wet,Car,Moderate,1,5,Drunk Driving,TRUE,TRUE,FALSE
A04903,6/25/2023 18:49,Manhattan,Snowy,,Motorcycle,Severe,1,6,Speeding,TRUE,FALSE,FALSE
A04904,5/3/2023 12:30,Staten Island,Rainy,Dry,Bus,Minor,2,8,Speeding,FALSE,FALSE,FALSE
A04905,10/4/2023 3:09,The Bronx,Sunny,Dry,Bus,Moderate,2,8,Distracted Driving,FALSE,FALSE,FALSE
A04906,1/6/2023 19:13,Queens,Sunny,Wet,Motorcycle,Moderate,2,0,Drunk Driving,FALSE,TRUE,FALSE
A04907,1/21/2023 9:33,The Bronx,Snowy,Wet,Bus,Severe,2,7,Distracted Driving,FALSE,FALSE,TRUE
A04908,1/12/2023 2:32,Manhattan,Snowy,Under Construction,Bus,Moderate,1,5,Distracted Driving,FALSE,TRUE,FALSE
A04909,7/5/2023 4:25,The Bronx,Snowy,Dry,Car,Moderate,1,8,Poor Road Condition,FALSE,FALSE,FALSE
A04910,2/1/2023 17:51,Queens,Snowy,Under Construction,,Severe,1,7,Speeding,FALSE,FALSE,FALSE
A04911,2/22/2023 6:55,Staten Island,,Wet,Car,Minor,2,4,Drunk Driving,FALSE,TRUE,FALSE
A04912,4/22/2023 0:33,Manhattan,Rainy,Dry,Car,Moderate,1,1,Poor Road Condition,TRUE,FALSE,FALSE
A04913,10/8/2023 18:34,Brooklyn,Sunny,Wet,Motorcycle,Minor,1,0,Poor Road Condition,FALSE,TRUE,FALSE
A04914,2/23/2023 9:04,The Bronx,Rainy,Dry,Bus,Minor,1,7,Poor Road Condition,FALSE,FALSE,FALSE
A04915,11/26/2023 14:53,Manhattan,Snowy,Under Construction,Motorcycle,Moderate,4,6,Drunk Driving,FALSE,TRUE,FALSE
A04916,7/24/2023 23:12,Manhattan,Snowy,Under Construction,Bus,Severe,2,0,Speeding,TRUE,TRUE,FALSE
A04917,8/21/2023 3:40,Manhattan,Sunny,Dry,Motorcycle,Moderate,2,5,Drunk Driving,TRUE,FALSE,TRUE
A04918,5/7/2023 17:19,Brooklyn,Foggy,Dry,Bus,Moderate,1,0,Drunk Driving,TRUE,TRUE,FALSE
A04919,8/28/2023 23:56,Staten Island,Foggy,Dry,Truck,Minor,1,2,Speeding,TRUE,TRUE,TRUE
A04920,9/12/2023 13:20,Manhattan,Sunny,Wet,Motorcycle,Moderate,2,9,Distracted Driving,FALSE,TRUE,FALSE
A04921,8/12/2023 18:13,Queens,Foggy,Wet,Truck,Minor,1,4,Distracted Driving,FALSE,FALSE,FALSE
A04922,6/12/2023 1:22,Staten Island,Sunny,Wet,Car,Severe,1,6,Poor Road Condition,FALSE,FALSE,FALSE
A04923,9/3/2023 16:49,Brooklyn,Foggy,Under Construction,Car,Severe,3,6,Distracted Driving,TRUE,FALSE,FALSE
A04924,6/9/2023 7:07,Staten Island,Sunny,Under Construction,Car,Severe,2,9,Drunk Driving,FALSE,TRUE,FALSE
A04925,11/27/2023 6:58,Staten Island,Sunny,Under Construction,Truck,Minor,1,6,Distracted Driving,TRUE,TRUE,FALSE
A04926,2/26/2023 10:58,Brooklyn,Sunny,Under Construction,Car,Moderate,1,2,Distracted Driving,TRUE,FALSE,TRUE
A04927,1/23/2023 16:31,Queens,Sunny,,Car,Minor,4,2,Drunk Driving,TRUE,FALSE,TRUE
A04928,10/17/2023 0:17,Manhattan,Rainy,Under Construction,Bus,Moderate,1,1,Drunk Driving,FALSE,FALSE,FALSE
A04929,5/23/2023 21:17,Staten Island,Sunny,Wet,Bus,Moderate,2,5,Drunk Driving,FALSE,FALSE,FALSE
A04930,4/17/2023 10:41,The Bronx,Foggy,Wet,Car,Moderate,2,4,Speeding,FALSE,TRUE,FALSE
A04931,9/15/2023 10:30,Manhattan,Foggy,Dry,Truck,Moderate,4,5,Drunk Driving,FALSE,FALSE,FALSE
A04932,10/30/2023 20:18,Manhattan,Sunny,Dry,Truck,Moderate,1,4,Distracted Driving,FALSE,FALSE,FALSE
A04933,9/22/2023 9:50,The Bronx,Snowy,,Bus,Moderate,2,8,Poor Road Condition,TRUE,FALSE,FALSE
A04934,9/8/2023 4:19,Manhattan,Snowy,Wet,Bus,Severe,1,3,Speeding,FALSE,FALSE,TRUE
A04935,11/20/2023 1:46,Queens,Sunny,Wet,Bus,Moderate,4,7,Drunk Driving,FALSE,TRUE,TRUE
A04936,1/18/2023 9:24,Manhattan,Sunny,Wet,Bus,Moderate,2,6,Drunk Driving,FALSE,FALSE,FALSE
A04937,1/3/2023 14:28,Staten Island,Foggy,Dry,Bus,Minor,1,2,Drunk Driving,FALSE,FALSE,FALSE
A04938,7/25/2023 6:59,Manhattan,Sunny,Wet,Bus,Minor,4,8,Poor Road Condition,FALSE,TRUE,FALSE
A04939,5/19/2023 13:40,Staten Island,Sunny,Under Construction,Car,Severe,4,9,Distracted Driving,FALSE,FALSE,FALSE
A04940,7/25/2023 13:58,The Bronx,Sunny,Under Construction,Motorcycle,Moderate,1,8,Distracted Driving,FALSE,FALSE,FALSE
A04941,10/30/2023 5:11,Manhattan,Sunny,Under Construction,Motorcycle,Minor,2,4,Distracted Driving,FALSE,FALSE,FALSE
A04942,8/30/2023 11:30,Staten Island,Sunny,,Truck,Moderate,2,7,Poor Road Condition,FALSE,FALSE,TRUE
A04943,2/25/2023 15:20,Queens,Rainy,Under Construction,Truck,Minor,1,2,Distracted Driving,TRUE,TRUE,FALSE
A04944,7/19/2023 12:54,Brooklyn,Sunny,Dry,Motorcycle,Minor,1,0,Drunk Driving,TRUE,FALSE,FALSE
A04945,6/9/2023 19:57,The Bronx,Sunny,Under Construction,Motorcycle,Minor,1,3,Speeding,FALSE,FALSE,FALSE
A04946,3/2/2023 22:42,Manhattan,Rainy,Under Construction,Car,Moderate,2,7,Poor Road Condition,TRUE,FALSE,TRUE
A04947,10/31/2023 21:46,Brooklyn,Rainy,Dry,Car,,2,6,Drunk Driving,TRUE,TRUE,FALSE
A04948,11/30/2023 15:15,Manhattan,Foggy,Dry,Motorcycle,Moderate,1,3,Drunk Driving,FALSE,FALSE,TRUE
A04949,6/17/2023 23:53,The Bronx,Sunny,Under Construction,Truck,Moderate,1,0,Speeding,FALSE,FALSE,FALSE
A04950,11/30/2023 0:03,The Bronx,Snowy,Dry,Car,Moderate,2,3,Poor Road Condition,FALSE,FALSE,FALSE
A04951,7/26/2023 4:19,Queens,Sunny,Under Construction,Motorcycle,Severe,3,5,Poor Road Condition,FALSE,FALSE,FALSE
